Wafer_ID,Stage_Name,Stage_Index,Reference_Image,Search_Image,Incremental_dX_nm,Incremental_dY_nm,Incremental_dTheta_deg,Cumulative_dX_nm,Cumulative_dY_nm,Cumulative_dTheta_deg,CD_Bias_nm,Overlay_Error_nm,Local_Pattern_Density,True_Center_X_px,True_Center_Y_px,Defocus_Sigma_px,Defect_Count,Drift_Magnitude_nm,Drift_Risk_Label
WF-096,03_CMP,3,000_golden_reference.png,WF-096_Stage3_03_CMP.png,0.818,10.935,-0.0086,-6.172,20.287,-0.0181,-0.675,21.205,0.417,500.62,497.97,0.891,0,21.205,NORMAL
WF-096,04_Metal1,4,000_golden_reference.png,WF-096_Stage4_04_Metal1.png,1.806,-4.793,0.0141,-4.366,15.494,-0.004,-0.104,16.098,0.5,500.44,498.45,1.253,0,16.098,NORMAL
WF-097,01_Lithography,1,000_golden_reference.png,WF-097_Stage1_01_Lithography.png,0.792,-5.42,0.0073,0.792,-5.42,0.0073,0.0,5.477,0.5,499.92,500.54,0.238,0,5.477,NORMAL
WF-097,02_Etch,2,000_golden_reference.png,WF-097_Stage2_02_Etch.png,9.601,-1.247,-0.0061,10.394,-6.667,0.0012,-0.852,12.348,0.415,498.96,500.67,1.03,0,12.348,NORMAL
WF-097,03_CMP,3,000_golden_reference.png,WF-097_Stage3_03_CMP.png,2.928,9.044,0.0141,13.322,2.377,0.0152,-0.683,13.532,0.405,498.67,499.76,0.923,0,13.532,NORMAL
WF-097,04_Metal1,4,000_golden_reference.png,WF-097_Stage4_04_Metal1.png,11.401,4.479,0.0117,24.723,6.855,0.027,-0.077,25.656,0.5,497.53,499.31,0.938,0,25.656,NORMAL
WF-098,01_Lithography,1,000_golden_reference.png,WF-098_Stage1_01_Lithography.png,-4.578,-4.5,0.0116,-4.578,-4.5,0.0116,0.0,6.42,0.5,500.46,500.45,0.371,0,6.42,NORMAL
WF-098,02_Etch,2,000_golden_reference.png,WF-098_Stage2_02_Etch.png,18.631,24.188,0.0521,14.052,19.688,0.0637,-1.443,24.189,0.416,498.59,498.03,0.891,0,24.189,NORMAL
WF-098,03_CMP,3,000_golden_reference.png,WF-098_Stage3_03_CMP.png,31.24,25.463,0.0352,45.292,45.151,0.0989,-1.595,63.953,0.41,495.47,495.48,1.077,0,63.953,WATCH
WF-098,04_Metal1,4,000_golden_reference.png,WF-098_Stage4_04_Metal1.png,41.99,27.815,0.0615,87.282,72.966,0.1605,-0.834,113.764,0.5,491.27,492.7,1.103,0,113.764,CRITICAL_DRIFT
WF-099,01_Lithography,1,000_golden_reference.png,WF-099_Stage1_01_Lithography.png,-7.377,10.503,0.0057,-7.377,10.503,0.0057,0.0,12.835,0.5,500.74,498.95,0.56,0,12.835,NORMAL
WF-099,02_Etch,2,000_golden_reference.png,WF-099_Stage2_02_Etch.png,0.899,5.242,-0.0062,-6.478,15.745,-0.0005,-1.502,17.025,0.41,500.65,498.43,0.717,0,17.025,NORMAL
WF-099,03_CMP,3,000_golden_reference.png,WF-099_Stage3_03_CMP.png,8.166,4.516,-0.0127,1.688,20.261,-0.0132,-1.129,20.331,0.412,499.83,497.97,0.984,0,20.331,NORMAL
WF-099,04_Metal1,4,000_golden_reference.png,WF-099_Stage4_04_Metal1.png,0.518,9.393,-0.0178,2.205,29.654,-0.031,-0.755,29.736,0.5,499.78,497.03,0.811,0,29.736,NORMAL
WF-100,01_Lithography,1,000_golden_reference.png,WF-100_Stage1_01_Lithography.png,-5.378,-1.192,0.0084,-5.378,-1.192,0.0084,0.0,5.508,0.5,500.54,500.12,0.366,2,5.508,NORMAL
WF-100,02_Etch,2,000_golden_reference.png,WF-100_Stage2_02_Etch.png,26.305,32.7,0.0837,20.927,31.508,0.0921,-1.477,37.824,0.414,497.91,496.85,0.638,0,37.824,NORMAL
WF-100,03_CMP,3,000_golden_reference.png,WF-100_Stage3_03_CMP.png,24.015,25.971,0.0631,44.942,57.479,0.1551,-1.777,72.963,0.411,495.51,494.25,0.896,1,72.963,CRITICAL_DRIFT
WF-100,04_Metal1,4,000_golden_reference.png,WF-100_Stage4_04_Metal1.png,25.268,23.737,0.0602,70.209,81.216,0.2153,-1.375,107.356,0.5,492.98,491.88,0.995,0,107.356,CRITICAL_DRIFT
